time_ms,base,shoulder,elbow,palm,wrist,gripper,obj_x,obj_y,obj_area,cell,err_x,err_y,approach_mode,free_mode
1778260659235,2373,1781,2041,3028,3197,2995,,,,,,,0,1
1778260659320,2373,1781,2041,3028,3197,2995,,,,,,,0,1
1778260659407,2373,1781,2041,3028,3197,2995,,,,,,,0,1
1778260659497,2373,1781,2041,3028,3197,2995,,,,,,,0,1
1778260659580,2373,1781,2041,3028,3197,2995,,,,,,,0,1
1778260659667,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260659754,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260659849,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260659955,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260660039,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260660127,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260660213,2373,1780,2041,3028,3197,2995,,,,,,,0,1
1778260660302,2373,1779,2041,3028,3197,2995,,,,,,,0,1
1778260660391,2373,1779,2041,3028,3197,2995,,,,,,,0,1
1778260660454,2374,1776,2041,3028,3197,2995,,,,,,,0,1
1778260660541,2374,1772,2041,3028,3197,2995,,,,,,,0,1
1778260660604,2374,1770,2041,3028,3197,2995,,,,,,,0,1
1778260660670,2374,1767,2041,3028,3197,2995,,,,,,,0,1
1778260660733,2374,1766,2041,3028,3197,2995,,,,,,,0,1
1778260660793,2374,1765,2041,3028,3197,2995,,,,,,,0,1
1778260660852,2374,1765,2041,3028,3197,2995,,,,,,,0,1
1778260660912,2374,1765,2041,3028,3197,2995,,,,,,,0,1
1778260660975,2374,1765,2041,3028,3197,2995,,,,,,,0,1
1778260661029,2374,1767,2041,3028,3197,2995,,,,,,,0,1
1778260661089,2374,1768,2041,3028,3197,2995,,,,,,,0,1
1778260661142,2374,1770,2041,3028,3197,2995,,,,,,,0,1
1778260661225,2374,1775,2041,3028,3197,2995,,,,,,,0,1
1778260661310,2374,1776,2041,3028,3197,2995,,,,,,,0,1
1778260661392,2374,1776,2041,3028,3197,2995,,,,,,,0,1
1778260661482,2374,1777,2041,3028,3197,2995,,,,,,,0,1
1778260661574,2373,1777,2041,3028,3197,2995,,,,,,,0,1
1778260661638,2372,1777,2041,3028,3197,2995,,,,,,,0,1
1778260661696,2371,1778,2041,3028,3197,2995,,,,,,,0,1
1778260661753,2371,1778,2041,3028,3197,2995,,,,,,,0,1
1778260661814,2371,1778,2041,3028,3197,2995,,,,,,,0,1
1778260661876,2371,1779,2042,3028,3197,2995,,,,,,,0,1
1778260661938,2372,1784,2042,3028,3197,2995,,,,,,,0,1
1778260662017,2372,1791,2042,3028,3197,2995,,,,,,,0,1
1778260662076,2372,1797,2043,3028,3197,2995,,,,,,,0,1
1778260662141,2373,1806,2044,3028,3197,2995,,,,,,,0,1
1778260662198,2373,1812,2047,3028,3197,2995,,,,,,,0,1
1778260662260,2373,1819,2048,3028,3197,2995,,,,,,,0,1
1778260662320,2373,1825,2050,3028,3197,2995,,,,,,,0,1
1778260662384,2373,1833,2050,3028,3197,2995,,,,,,,0,1
1778260662442,2374,1840,2050,3028,3197,2995,,,,,,,0,1
1778260662502,2374,1848,2050,3028,3197,2995,,,,,,,0,1
1778260662564,2374,1856,2050,3028,3197,2995,,,,,,,0,1
1778260662625,2374,1861,2049,3028,3197,2995,,,,,,,0,1
1778260662685,2375,1866,2047,3028,3197,2995,,,,,,,0,1
1778260662750,2375,1873,2044,3028,3197,2995,,,,,,,0,1
1778260662813,2375,1880,2040,3028,3197,2995,,,,,,,0,1
1778260662871,2375,1887,2038,3028,3197,2995,,,,,,,0,1
1778260662934,2375,1895,2037,3028,3197,2995,,,,,,,0,1
1778260663009,2375,1905,2036,3028,3197,2995,,,,,,,0,1
1778260663081,2375,1913,2036,3028,3197,2995,,,,,,,0,1
1778260663140,2375,1920,2035,3028,3197,2995,,,,,,,0,1
1778260663200,2375,1928,2035,3028,3197,2995,,,,,,,0,1
1778260663261,2375,1935,2035,3028,3197,2995,,,,,,,0,1
1778260663322,2375,1942,2035,3028,3197,2995,,,,,,,0,1
1778260663381,2375,1949,2035,3028,3197,2995,,,,,,,0,1
1778260663440,2377,1956,2035,3028,3197,2995,,,,,,,0,1
1778260663495,2378,1961,2034,3028,3197,2995,,,,,,,0,1
1778260663551,2380,1969,2034,3028,3197,2995,,,,,,,0,1
1778260663610,2380,1976,2034,3028,3197,2995,,,,,,,0,1
1778260663669,2382,1983,2034,3028,3197,2995,,,,,,,0,1
1778260663730,2384,1990,2033,3028,3197,2995,,,,,,,0,1
1778260663790,2386,1997,2033,3028,3197,2995,,,,,,,0,1
1778260663851,2388,2002,2034,3022,3197,2995,,,,,,,0,1
1778260663913,2391,2006,2034,3018,3197,2995,,,,,,,0,1
1778260663970,2392,2009,2035,3016,3198,2995,,,,,,,0,1
1778260664026,2395,2013,2035,3014,3199,2995,,,,,,,0,1
1778260664085,2398,2017,2035,3009,3200,2995,,,,,,,0,1
1778260664150,2402,2020,2036,3001,3205,2995,,,,,,,0,1
1778260664214,2406,2021,2037,2992,3207,2995,,,,,,,0,1
1778260664279,2411,2023,2038,2982,3208,2995,,,,,,,0,1
1778260664336,2414,2023,2042,2975,3208,2995,,,,,,,0,1
1778260664391,2417,2022,2048,2967,3208,2995,,,,,,,0,1
1778260664448,2420,2021,2050,2959,3209,2995,,,,,,,0,1
1778260664500,2421,2020,2052,2954,3209,2995,,,,,,,0,1
1778260664556,2423,2018,2054,2947,3209,2995,,,,,,,0,1
1778260664617,2425,2014,2057,2940,3209,2995,,,,,,,0,1
1778260664681,2427,2012,2062,2933,3209,2995,,,,,,,0,1
1778260664739,2428,2011,2068,2927,3209,2995,,,,,,,0,1
1778260664800,2430,2011,2075,2919,3209,2995,,,,,,,0,1
1778260664855,2431,2011,2080,2913,3209,2995,,,,,,,0,1
1778260664914,2432,2010,2085,2904,3209,2995,,,,,,,0,1
1778260664972,2433,2009,2089,2897,3209,2995,,,,,,,0,1
1778260665027,2434,2008,2092,2890,3209,2995,,,,,,,0,1
1778260665083,2434,2007,2095,2883,3209,2995,,,,,,,0,1
1778260665144,2434,2003,2099,2876,3209,2995,,,,,,,0,1
1778260665210,2434,1997,2103,2869,3209,2995,,,,,,,0,1
1778260665270,2434,1991,2106,2864,3209,2995,,,,,,,0,1
1778260665330,2434,1984,2109,2858,3209,2995,,,,,,,0,1
1778260665386,2434,1978,2110,2854,3209,2995,,,,,,,0,1
1778260665442,2434,1969,2115,2848,3209,2995,,,,,,,0,1
1778260665497,2434,1963,2117,2847,3209,2995,,,,,,,0,1
1778260665552,2434,1955,2124,2845,3209,2995,,,,,,,0,1
1778260665611,2434,1949,2128,2845,3209,2995,,,,,,,0,1
1778260665668,2434,1942,2135,2843,3209,2995,,,,,,,0,1
1778260665725,2434,1935,2141,2842,3209,2995,,,,,,,0,1
1778260665782,2434,1928,2149,2841,3209,2995,,,,,,,0,1
1778260665844,2434,1921,2156,2841,3209,2995,,,,,,,0,1
1778260665900,2434,1914,2163,2841,3209,2995,,,,,,,0,1
1778260665961,2434,1907,2170,2841,3209,2995,,,,,,,0,1
1778260666019,2435,1901,2177,2840,3209,2995,,,,,,,0,1
1778260666076,2437,1896,2184,2837,3209,2995,,,,,,,0,1
1778260666134,2439,1891,2191,2834,3209,2995,,,,,,,0,1
1778260666191,2441,1885,2199,2830,3209,2995,,,,,,,0,1
1778260666250,2443,1881,2208,2825,3209,2995,,,,,,,0,1
1778260666315,2445,1876,2216,2818,3209,2995,,,,,,,0,1
1778260666376,2447,1875,2222,2812,3209,2995,,,,,,,0,1
1778260666435,2448,1871,2229,2804,3210,2995,,,,,,,0,1
1778260666492,2450,1870,2235,2796,3210,2995,,,,,,,0,1
1778260666550,2452,1868,2242,2789,3210,2995,,,,,,,0,1
1778260666608,2454,1866,2249,2781,3210,2995,,,,,,,0,1
1778260666668,2455,1865,2256,2772,3210,2995,,,,,,,0,1
1778260666727,2458,1865,2262,2764,3210,2995,,,,,,,0,1
1778260666788,2460,1865,2269,2755,3210,2995,,,,,,,0,1
1778260666852,2461,1865,2276,2747,3210,2995,,,,,,,0,1
1778260666915,2464,1865,2283,2739,3210,2995,,,,,,,0,1
1778260666981,2466,1865,2290,2730,3210,2995,,,,,,,0,1
1778260667044,2469,1865,2297,2721,3210,2995,,,,,,,0,1
1778260667109,2471,1865,2303,2711,3210,2995,,,,,,,0,1
1778260667175,2474,1865,2309,2701,3210,2995,,,,,,,0,1
1778260667244,2476,1865,2315,2691,3210,2995,,,,,,,0,1
1778260667309,2478,1865,2321,2683,3210,2995,,,,,,,0,1
1778260667374,2481,1865,2328,2675,3210,2995,,,,,,,0,1
1778260667431,2482,1865,2333,2670,3210,2995,,,,,,,0,1
1778260667496,2485,1866,2338,2661,3210,2995,,,,,,,0,1
1778260667557,2487,1868,2341,2653,3210,2995,,,,,,,0,1
1778260667621,2492,1871,2345,2645,3210,2995,,,,,,,0,1
1778260667683,2497,1876,2349,2639,3210,2995,,,,,,,0,1
1778260667751,2502,1877,2357,2631,3210,2995,,,,,,,0,1
1778260667812,2505,1877,2361,2627,3210,2995,,,,,,,0,1
1778260667870,2508,1877,2368,2621,3210,2995,,,,,,,0,1
1778260667925,2511,1878,2372,2617,3210,2995,,,,,,,0,1
1778260667984,2513,1878,2379,2610,3210,2995,,,,,,,0,1
1778260668049,2516,1878,2384,2604,3210,2995,,,,,,,0,1
1778260668107,2516,1878,2391,2599,3210,2995,,,,,,,0,1
1778260668169,2518,1879,2397,2593,3210,2995,,,,,,,0,1
1778260668228,2519,1879,2403,2588,3210,2995,,,,,,,0,1
1778260668286,2519,1879,2409,2582,3210,2995,,,,,,,0,1
1778260668343,2519,1879,2416,2577,3210,2995,,,,,,,0,1
1778260668399,2519,1878,2422,2571,3210,2995,,,,,,,0,1
1778260668452,2519,1878,2428,2566,3210,2995,,,,,,,0,1
1778260668509,2519,1878,2434,2560,3210,2995,,,,,,,0,1
1778260668569,2519,1877,2440,2553,3210,2995,,,,,,,0,1
1778260668626,2519,1877,2444,2547,3210,2995,,,,,,,0,1
1778260668686,2519,1877,2449,2540,3210,2995,,,,,,,0,1
1778260668749,2519,1877,2453,2532,3210,2995,,,,,,,0,1
1778260668811,2519,1877,2458,2524,3210,2995,,,,,,,0,1
1778260668872,2519,1877,2463,2517,3210,2995,,,,,,,0,1
1778260668929,2519,1877,2469,2510,3210,2995,,,,,,,0,1
1778260668984,2519,1877,2474,2503,3210,2995,,,,,,,0,1
1778260669046,2519,1877,2480,2496,3210,2995,,,,,,,0,1
1778260669107,2519,1877,2486,2490,3210,2995,,,,,,,0,1
1778260669166,2519,1877,2491,2483,3210,2995,,,,,,,0,1
1778260669224,2519,1875,2498,2477,3210,2995,,,,,,,0,1
1778260669287,2519,1870,2503,2471,3210,2995,,,,,,,0,1
1778260669347,2519,1867,2509,2464,3210,2995,,,,,,,0,1
1778260669403,2520,1867,2514,2458,3210,2995,,,,,,,0,1
1778260669459,2522,1867,2521,2451,3210,2995,,,,,,,0,1
1778260669515,2524,1867,2526,2446,3210,2995,,,,,,,0,1
1778260669576,2526,1867,2532,2439,3210,2995,,,,,,,0,1
1778260669642,2527,1867,2538,2432,3210,2995,,,,,,,0,1
1778260669702,2529,1870,2543,2424,3210,2995,,,,,,,0,1
1778260669765,2529,1874,2546,2417,3210,2995,,,,,,,0,1
1778260669820,2528,1877,2549,2410,3210,2995,,,,,,,0,1
1778260669877,2528,1877,2551,2404,3210,2995,,,,,,,0,1
1778260669937,2528,1877,2556,2398,3210,2995,,,,,,,0,1
1778260669998,2528,1878,2561,2391,3210,2995,,,,,,,0,1
1778260670060,2528,1878,2565,2384,3210,2995,,,,,,,0,1
1778260670118,2528,1878,2568,2378,3210,2995,,,,,,,0,1
1778260670185,2528,1879,2572,2370,3210,2995,,,,,,,0,1
1778260670247,2528,1880,2575,2364,3210,2995,,,,,,,0,1
1778260670308,2528,1881,2581,2357,3210,2995,,,,,,,0,1
1778260670367,2528,1884,2584,2353,3210,2995,,,,,,,0,1
1778260670425,2528,1885,2589,2346,3210,2995,,,,,,,0,1
1778260670485,2528,1888,2591,2341,3210,2995,,,,,,,0,1
1778260670546,2528,1888,2598,2337,3210,2995,,,,,,,0,1
1778260670602,2528,1888,2599,2335,3210,2995,,,,,,,0,1
1778260670662,2528,1888,2601,2333,3210,2995,,,,,,,0,1
1778260670722,2529,1885,2601,2332,3210,2995,,,,,,,0,1
1778260670783,2528,1883,2601,2338,3209,2995,,,,,,,0,1
1778260670843,2527,1879,2603,2346,3207,3000,,,,,,,0,1
1778260670906,2527,1879,2598,2346,3205,2995,,,,,,,0,1
1778260670965,2528,1876,2600,2346,3205,2995,,,,,,,0,1
1778260671024,2529,1876,2604,2346,3205,2995,,,,,,,0,1
1778260671078,2532,1877,2607,2346,3205,2995,,,,,,,0,1
1778260671135,2537,1877,2610,2346,3205,2995,,,,,,,0,1
1778260671188,2540,1878,2613,2346,3205,2995,,,,,,,0,1
1778260671247,2543,1882,2617,2346,3205,2995,,,,,,,0,1
1778260671310,2547,1887,2622,2346,3205,2995,,,,,,,0,1
1778260671372,2550,1888,2627,2346,3205,2995,,,,,,,0,1
1778260671436,2553,1888,2633,2346,3205,2995,,,,,,,0,1
1778260671495,2553,1889,2639,2346,3205,2995,,,,,,,0,1
1778260671557,2553,1889,2645,2346,3205,2995,,,,,,,0,1
1778260671618,2553,1889,2650,2346,3205,2995,,,,,,,0,1
1778260671677,2553,1889,2656,2346,3205,2995,,,,,,,0,1
1778260671736,2553,1889,2660,2346,3205,2995,,,,,,,0,1
1778260671797,2553,1890,2668,2346,3206,2995,,,,,,,0,1
1778260671853,2553,1892,2670,2346,3206,2995,,,,,,,0,1
1778260671914,2553,1892,2676,2346,3206,2995,,,,,,,0,1
1778260671979,2553,1892,2679,2346,3206,2995,,,,,,,0,1
1778260672037,2553,1892,2683,2346,3206,2995,,,,,,,0,1
1778260672098,2553,1891,2685,2346,3206,2995,,,,,,,0,1
1778260672159,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672224,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672287,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672351,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672414,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672477,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672526,2553,1891,2687,2346,3206,2995,,,,,,,0,1
1778260672578,2552,1891,2687,2346,3205,2995,,,,,,,0,1
1778260672635,2552,1891,2687,2346,3205,2995,,,,,,,0,1
1778260672692,2552,1891,2687,2346,3205,2995,,,,,,,0,1
1778260672752,2552,1890,2686,2346,3205,2995,,,,,,,0,1
1778260672810,2553,1887,2686,2346,3205,2995,,,,,,,0,1
1778260672873,2553,1881,2683,2346,3205,2995,,,,,,,0,1
1778260672935,2553,1881,2676,2346,3205,2995,,,,,,,0,1
1778260672995,2554,1881,2674,2346,3205,2995,,,,,,,0,1
1778260673057,2554,1881,2674,2346,3205,2995,,,,,,,0,1
1778260673122,2554,1881,2674,2346,3205,2995,,,,,,,0,1
1778260673185,2554,1881,2674,2346,3205,2995,,,,,,,0,1
1778260673249,2554,1881,2675,2346,3205,2995,,,,,,,0,1
1778260673312,2554,1881,2679,2346,3205,2995,,,,,,,0,1
1778260673370,2554,1881,2682,2346,3205,2995,,,,,,,0,1
1778260673432,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673492,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673558,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673617,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673680,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673740,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673795,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673850,2554,1881,2683,2346,3205,2995,,,,,,,0,1
1778260673904,2554,1881,2682,2346,3205,2995,,,,,,,0,1
1778260673956,2554,1881,2678,2346,3205,2995,,,,,,,0,1
1778260674015,2554,1880,2674,2346,3205,2995,,,,,,,0,1
1778260674074,2554,1880,2674,2346,3205,2995,,,,,,,0,1
1778260674130,2554,1880,2673,2346,3205,2995,,,,,,,0,1
1778260674184,2554,1879,2673,2346,3205,2995,,,,,,,0,1
1778260674241,2554,1878,2671,2346,3205,2995,,,,,,,0,1
1778260674299,2554,1877,2669,2346,3205,2995,,,,,,,0,1
1778260674358,2554,1872,2666,2346,3205,2995,,,,,,,0,1
1778260674415,2554,1868,2663,2346,3205,2995,,,,,,,0,1
1778260674471,2554,1862,2658,2346,3205,2995,,,,,,,0,1
1778260674527,2553,1856,2653,2346,3205,2995,,,,,,,0,1
1778260674731,2552,1844,2637,2346,3205,2995,,,,,,,0,1
1778260674849,2551,1834,2617,2346,3203,2995,,,,,,,0,1
1778260674913,2548,1829,2610,2346,3203,2995,,,,,,,0,1
1778260674971,2548,1825,2596,2346,3203,2995,,,,,,,0,1
1778260675055,2546,1818,2581,2346,3203,2995,,,,,,,0,1
1778260675115,2545,1814,2571,2346,3203,2995,,,,,,,0,1
1778260675208,2544,1806,2550,2346,3203,2995,,,,,,,0,1
1778260675267,2543,1801,2542,2346,3203,2995,,,,,,,0,1
1778260675325,2543,1797,2526,2346,3203,2995,,,,,,,0,1
1778260675379,2542,1790,2514,2346,3203,2995,,,,,,,0,1
1778260675440,2542,1785,2498,2346,3203,2995,,,,,,,0,1
1778260675497,2542,1779,2486,2346,3203,2995,,,,,,,0,1
1778260675555,2541,1773,2471,2346,3203,2995,,,,,,,0,1
1778260675611,2539,1768,2459,2346,3203,2995,,,,,,,0,1
1778260675671,2537,1761,2444,2346,3203,2995,,,,,,,0,1
1778260675728,2535,1754,2428,2346,3203,2995,,,,,,,0,1
1778260675781,2531,1750,2416,2346,3203,2995,,,,,,,0,1
1778260675839,2528,1743,2400,2346,3203,2995,,,,,,,0,1
1778260675900,2523,1736,2386,2346,3203,2995,,,,,,,0,1
1778260675958,2520,1730,2370,2346,3203,2995,,,,,,,0,1
1778260676015,2514,1723,2358,2346,3203,2995,,,,,,,0,1
1778260676072,2509,1717,2343,2346,3203,2995,,,,,,,0,1
1778260676130,2501,1712,2331,2346,3203,2995,,,,,,,0,1
1778260676186,2495,1708,2318,2346,3203,2995,,,,,,,0,1
1778260676248,2487,1703,2301,2346,3203,2995,,,,,,,0,1
1778260676309,2479,1698,2289,2346,3203,2995,,,,,,,0,1
1778260676368,2471,1692,2275,2346,3203,2995,,,,,,,0,1
1778260676428,2463,1687,2261,2346,3203,2995,,,,,,,0,1
1778260676486,2456,1683,2249,2346,3203,2995,,,,,,,0,1
1778260676546,2449,1678,2234,2346,3203,2995,,,,,,,0,1
1778260676607,2443,1674,2220,2346,3203,2995,,,,,,,0,1
1778260676665,2437,1672,2207,2346,3203,2995,,,,,,,0,1
1778260676726,2430,1670,2193,2346,3203,2995,,,,,,,0,1
1778260676784,2425,1669,2180,2346,3203,2995,,,,,,,0,1
1778260676842,2419,1669,2167,2346,3203,2995,,,,,,,0,1
1778260676903,2415,1677,2155,2346,3203,2995,,,,,,,0,1
1778260676966,2411,1685,2143,2346,3203,2995,,,,,,,0,1
1778260677025,2407,1687,2134,2346,3203,2995,,,,,,,0,1
1778260677088,2402,1692,2121,2347,3203,2996,,,,,,,0,1
1778260677150,2399,1700,2111,2347,3203,2996,,,,,,,0,1
1778260677214,2398,1712,2102,2347,3203,2996,,,,,,,0,1
1778260677280,2396,1722,2093,2347,3203,2996,,,,,,,0,1
1778260677341,2395,1734,2088,2347,3203,2996,,,,,,,0,1
1778260677401,2395,1748,2082,2347,3204,2996,,,,,,,0,1
1778260677460,2395,1763,2077,2347,3204,2995,,,,,,,0,1
1778260677526,2395,1777,2072,2347,3204,2995,,,,,,,0,1
1778260677586,2394,1791,2069,2347,3204,2995,,,,,,,0,1
1778260677651,2394,1806,2065,2347,3204,2995,,,,,,,0,1
1778260677715,2392,1817,2063,2347,3204,2995,,,,,,,0,1
1778260677780,2390,1830,2060,2347,3204,2995,,,,,,,0,1
1778260677841,2388,1838,2060,2347,3204,2995,,,,,,,0,1
1778260677903,2387,1843,2060,2347,3204,2995,,,,,,,0,1
1778260677967,2387,1845,2065,2347,3204,2995,,,,,,,0,1
1778260678033,2387,1846,2072,2347,3204,2995,,,,,,,0,1
1778260678091,2387,1847,2073,2347,3204,2995,,,,,,,0,1
1778260678154,2387,1846,2073,2347,3204,2995,,,,,,,0,1
1778260678216,2387,1845,2073,2347,3204,2995,,,,,,,0,1
1778260678276,2387,1845,2074,2347,3204,2995,,,,,,,0,1
1778260678330,2390,1845,2076,2347,3204,2995,,,,,,,0,1
1778260678387,2392,1845,2076,2347,3204,2995,,,,,,,0,1
1778260678445,2392,1839,2076,2347,3204,2995,,,,,,,0,1
1778260678508,2390,1835,2076,2347,3204,2995,,,,,,,0,1
1778260678574,2389,1834,2076,2347,3204,2995,,,,,,,0,1
1778260678636,2389,1837,2076,2347,3204,2995,,,,,,,0,1
1778260678703,2389,1843,2076,2347,3204,2995,,,,,,,0,1
1778260678771,2389,1844,2076,2347,3204,2995,,,,,,,0,1
1778260678837,2389,1843,2076,2347,3204,2995,,,,,,,0,1
